player_name,position,position_group,from_team,to_team,move_type,2024_grade,projected_2025_grade,grade_change,snap_percentage_2024,snap_tier,impact_score,impact_tier,importance_to_old_team,importance_to_new_team,contract_years,contract_value,aav,contract_tier,move_date,move_year
Devin White,LB,Defense - Second,Phi,LV,Free Agent Signing,6.8,7.5,0.7000000000000002,65.0,Starter,0.53,Moderate,6.0,8.0,1,5500000,5500000.0,Starter,2025-06-02,2025
Mike Jackson,CB2,Defense - Secondary,Car,Car,Re-signing,7.5,7.5,0.0,75.0,Starter,0.53,Moderate,7.5,8.0,2,14500000,7250000.0,Starter,2025-06-02,2025
Mike Hughes,CB2,Defense - Secondary,Atl,Atl,Re-signing,7.5,7.5,0.0,80.0,Workhorse,0.53,Moderate,7.5,7.5,3,18000000,6000000.0,Starter,2025-06-02,2025
Trey Smith,RG,Other,KC,KC,Franchise Tag,8.8,8.8,0.0,95.0,Workhorse,0.53,Moderate,9.5,9.5,1,23400000,23400000.0,Star,2025-06-02,2025
Jaylon Moore,LT,Offense - Line,SF,KC,Free Agent Signing,6.8,7.2,0.40000000000000036,45.0,Rotational,0.52,Moderate,6.0,8.5,2,30000000,15000000.0,Starter,2025-06-02,2025
T.J. Slaton,DT,Defense - Front,GB,Cin,Free Agent Signing,7.5,7.8,0.2999999999999998,70.0,Starter,0.52,Moderate,7.5,8.5,2,15100000,7550000.0,Starter,2025-06-02,2025
B.J. Hill,DT,Defense - Front,Cin,Cin,Extension,7.8,7.5,-0.2999999999999998,70.0,Starter,0.51,Moderate,8.0,8.0,3,33000000,11000000.0,Starter,2025-06-02,2025
Nate Landman,LB,Defense - Second,Atl,LAR,Free Agent Signing,7.0,7.2,0.20000000000000018,65.0,Starter,0.51,Moderate,6.5,7.5,2,8500000,4250000.0,Role Player,2025-06-02,2025
Bill Callahan,OL_COACH,Other,Ten,Ten,Coaching Retention,8.0,8.5,0.5,100.0,Workhorse,0.51,Moderate,8.5,9.5,2,3500000,1750000.0,Role Player,2025-06-02,2025
Evan Engram,TE,Offense - Skill,Jac,Den,Free Agent Signing,7.0,8.2,1.1999999999999993,60.0,Starter,0.5,Minimal,8.0,9.0,2,23000000,11500000.0,Starter,2025-06-02,2025
Ifeatu Melifonwu,S,Defense - Secondary,Det,Mia,Free Agent Signing,6.5,7.0,0.5,60.0,Starter,0.49,Minimal,6.0,7.5,1,4000000,4000000.0,Role Player,2025-06-02,2025
Austin Hooper,TE,Offense - Skill,NE,NE,Re-signing,7.0,7.2,0.20000000000000018,70.0,Starter,0.49,Minimal,7.5,7.5,1,7000000,7000000.0,Starter,2025-06-02,2025
Jarran Reed,DT,Defense - Front,Sea,Sea,Extension,7.5,7.2,-0.2999999999999998,70.0,Starter,0.49,Minimal,8.0,8.0,3,25000000,8333333.333333333,Starter,2025-06-02,2025
Akeem Davis-Gaither,LB,Defense - Second,Car,Ari,Free Agent Signing,7.2,7.5,0.2999999999999998,60.0,Starter,0.49,Minimal,6.5,7.5,2,11000000,5500000.0,Starter,2025-06-02,2025
Ben Brown,C,Offense - Line,NE,NE,Exclusive Rights Tender,6.8,7.0,0.20000000000000018,60.0,Starter,0.48,Minimal,7.0,7.0,1,1300000,1300000.0,Role Player,2025-06-02,2025
Mike Williams,WR1,Offense - Skill,Pit,LAC,Free Agent Signing,6.0,7.5,1.5,55.0,Starter,0.48,Minimal,5.5,8.0,1,6000000,6000000.0,Starter,2025-06-02,2025
Elandon Roberts,LB,Defense - Second,Pit,LV,Free Agent Signing,7.0,7.2,0.20000000000000018,60.0,Starter,0.47,Minimal,6.5,7.5,1,3010000,3010000.0,Role Player,2025-06-02,2025
Divine Deablo,LB,Defense - Second,LV,Atl,Free Agent Signing,6.8,7.0,0.20000000000000018,65.0,Starter,0.46,Minimal,6.5,7.0,2,7500000,3750000.0,Role Player,2025-06-02,2025
Denzel Perryman,LB,Defense - Second,LAC,LAC,Extension,7.2,7.0,-0.20000000000000018,60.0,Starter,0.45,Minimal,7.0,7.0,2,5000000,2500000.0,Role Player,2025-06-02,2025
Luke Farrell,TE,Offense - Skill,Jac,SF,Free Agent Signing,7.0,7.5,0.5,60.0,Starter,0.45,Minimal,6.5,8.0,3,20250000,6750000.0,Starter,2025-06-02,2025
Maliek Collins,DT,Defense - Front,SF,Cle,Free Agent Signing,7.0,7.5,0.5,65.0,Starter,0.45,Minimal,7.0,8.5,2,20000000,10000000.0,Starter,2025-06-02,2025
Trent Brown,RT,Offense - Line,Cin,Hou,Free Agent Signing,6.5,6.8,0.2999999999999998,60.0,Starter,0.45,Minimal,6.0,7.0,1,8000000,8000000.0,Starter,2025-06-02,2025
Jameis Winston,QB,Offense - Skill,Cle,NYG,Free Agent Signing,6.5,6.2,-0.2999999999999998,30.0,Rotational,0.45,Minimal,6.0,7.0,1,3500000,3500000.0,Role Player,2025-06-02,2025
DeAndre Hopkins,WR2,Offense - Skill,Ten,Bal,Free Agent Signing,6.5,7.2,0.7000000000000002,65.0,Starter,0.45,Minimal,6.0,8.0,1,5000000,5000000.0,Role Player,2025-06-02,2025
Josh Palmer,WR2,Offense - Skill,LAC,Buf,Free Agent Signing,7.0,7.2,0.20000000000000018,65.0,Starter,0.45,Minimal,6.5,7.5,3,36000000,12000000.0,Starter,2025-06-02,2025
Isaac Yiadom,CB2,Defense - Secondary,SF,NO,Free Agent Signing,7.2,7.5,0.2999999999999998,65.0,Starter,0.44,Minimal,6.0,8.0,3,18000000,6000000.0,Starter,2025-06-02,2025
Cooper Rush,QB,Offense - Skill,Dal,Bal,Free Agent Signing,7.0,7.0,0.0,25.0,Backup,0.44,Minimal,6.5,7.5,2,6200000,3100000.0,Role Player,2025-06-02,2025
Andre Cisco,S,Defense - Secondary,NYJ,LV,Free Agent Signing,6.8,6.5,-0.2999999999999998,60.0,Starter,0.44,Minimal,6.0,6.5,1,3200000,3200000.0,Role Player,2025-06-02,2025
Jarrett Stidham,QB,Offense - Skill,Den,Den,Re-signing,7.0,7.0,0.0,25.0,Backup,0.44,Minimal,7.5,7.5,2,12000000,6000000.0,Starter,2025-06-02,2025
Azeez Ojulari,EDGE,Defense - Front,NYG,Phi,Free Agent Signing,7.2,7.8,0.5999999999999996,35.0,Rotational,0.43,Minimal,6.0,8.5,1,3000000,3000000.0,Role Player,2025-06-02,2025
Ben Bredeson,LG,Other,TB,TB,Contract Extension,8.0,8.0,0.0,95.0,Workhorse,0.43,Minimal,8.5,8.5,3,22000000,7333333.333333333,Starter,2025-06-02,2025
Chris Rumph II,EDGE,Defense - Front,LAR,NO,Free Agent Signing,6.8,7.0,0.20000000000000018,45.0,Rotational,0.43,Minimal,5.5,7.0,1,2500000,2500000.0,Role Player,2025-06-02,2025
Adam Butler,DT,Defense - Front,LV,LV,Extension,7.5,7.2,-0.2999999999999998,65.0,Starter,0.43,Minimal,7.5,7.5,3,16500000,5500000.0,Starter,2025-06-02,2025
Will Harris,S,Defense - Secondary,NO,Was,Free Agent Signing,6.0,6.5,0.5,62.0,Starter,0.43,Minimal,6.0,7.0,2,10000000,5000000.0,Role Player,2025-06-02,2025
Ryan Stonehouse,P,Special Teams,Ten,Mia,Free Agent Signing,8.5,8.0,-0.5,100.0,Workhorse,0.42,Minimal,7.0,7.5,2,5000000,2500000.0,Role Player,2025-06-02,2025
Juan Thornhill,S,Defense - Secondary,KC,Pit,Free Agent Signing,6.5,7.0,0.5,55.0,Starter,0.42,Minimal,6.0,7.0,1,3000000,3000000.0,Role Player,2025-06-02,2025
Mason Rudolph,QB,Offense - Skill,Pit,Pit,Free Agent Signing,6.0,6.0,0.0,30.0,Rotational,0.42,Minimal,6.0,7.0,2,8000000,4000000.0,Role Player,2025-06-02,2025
Donte Jackson,CB2,Defense - Secondary,Pit,LAC,Free Agent Signing,6.8,7.0,0.20000000000000018,70.0,Starter,0.42,Minimal,7.0,7.5,2,13000000,6500000.0,Starter,2025-06-02,2025
Milton Williams,DT,Defense - Front,Phi,NE,Free Agent Signing,8.2,8.5,0.3000000000000007,48.0,Rotational,0.41,Minimal,8.0,9.0,4,104000000,26000000.0,Star,2025-06-02,2025
Talanoa Hufanga,S,Defense - Secondary,SF,Den,Free Agent Signing,6.0,8.5,2.5,45.0,Rotational,0.41,Minimal,7.5,9.0,3,39000000,13000000.0,Starter,2025-06-02,2025
Tyler Conklin,TE,Offense - Skill,NYJ,LAC,Free Agent Signing,6.8,7.0,0.20000000000000018,65.0,Starter,0.41,Minimal,7.0,7.0,1,3000000,3000000.0,Role Player,2025-06-02,2025
Jack Gibbens,LB,Defense - Second,Ten,NE,Free Agent Signing,6.5,7.0,0.5,60.0,Starter,0.41,Minimal,6.5,7.0,2,5000000,2500000.0,Role Player,2025-06-02,2025
Eric Stokes,CB2,Defense - Secondary,GB,LV,Free Agent Signing,6.5,7.0,0.5,70.0,Starter,0.4,Minimal,6.5,7.5,1,4000000,4000000.0,Role Player,2025-06-02,2025
Tre'Davious White,CB2,Defense - Secondary,LAR,Den,Free Agent Signing,6.5,7.2,0.7000000000000002,70.0,Starter,0.4,Minimal,6.5,7.5,1,6500000,6500000.0,Starter,2025-06-02,2025
Will Harris,S,Defense - Secondary,NO,Ind,Free Agent Signing,6.0,6.5,0.5,60.0,Starter,0.39,Minimal,6.0,6.5,2,8000000,4000000.0,Role Player,2025-06-02,2025
Adoree Jackson,CB2,Defense - Secondary,NYG,Phi,Free Agent Signing,6.9,7.0,0.09999999999999964,65.0,Starter,0.39,Minimal,6.5,7.5,1,1755000,1755000.0,Role Player,2025-06-02,2025
Jarran Reed,DT,Defense - Front,Sea,Ten,Free Agent Signing,6.8,7.0,0.20000000000000018,65.0,Starter,0.39,Minimal,6.5,7.5,1,10000000,10000000.0,Starter,2025-06-02,2025
Javonte Williams,RB,Offense - Skill,Den,Dal,Free Agent Signing,6.5,7.0,0.5,60.0,Starter,0.39,Minimal,6.0,7.5,1,3500000,3500000.0,Role Player,2025-06-02,2025
Mekhi Becton,LG,Other,Phi,LAC,Free Agent Signing,8.0,8.2,0.1999999999999993,85.0,Workhorse,0.39,Minimal,7.5,8.5,2,20000000,10000000.0,Starter,2025-06-02,2025
Javon Kinlaw,DT,Defense - Front,NYJ,Was,Free Agent Signing,6.5,7.2,0.7000000000000002,65.0,Starter,0.39,Minimal,6.0,8.0,3,45000000,15000000.0,Starter,2025-06-02,2025
Josh Dobbs,QB,Offense - Skill,SF,NE,Free Agent Signing,6.5,6.8,0.2999999999999998,25.0,Backup,0.38,Minimal,5.5,7.0,2,12000000,6000000.0,Starter,2025-06-02,2025
Kenny Pickett,QB,Offense - Skill,Phi,Cle,Trade,6.0,6.8,0.7999999999999998,25.0,Backup,0.38,Minimal,5.0,7.5,2,8500000,4250000.0,Role Player,2025-06-02,2025
Nick Westbrook-Ikhine,WR2,Offense - Skill,Ten,Mia,Free Agent Signing,6.8,7.0,0.20000000000000018,65.0,Starter,0.38,Minimal,6.5,6.5,2,6500000,3250000.0,Role Player,2025-06-02,2025
Andy Dalton,QB,Offense - Skill,Car,Atl,Free Agent Signing,6.5,6.5,0.0,25.0,Backup,0.38,Minimal,6.0,7.0,1,3000000,3000000.0,Role Player,2025-06-02,2025
J.K. Scott,P,Special Teams,LAC,LAC,Extension,7.5,7.5,0.0,100.0,Workhorse,0.38,Minimal,7.5,7.5,3,8500000,2833333.3333333335,Role Player,2025-06-02,2025
Sebastian Joseph-Day,DT,Defense - Front,Ten,Ten,Re-signing,6.5,6.8,0.2999999999999998,70.0,Starter,0.37,Minimal,7.0,7.0,1,7500000,7500000.0,Starter,2025-06-02,2025
Grover Stewart,DT,Defense - Front,Ind,Ind,Re-signing,7.0,7.0,0.0,65.0,Starter,0.37,Minimal,7.0,7.0,2,16000000,8000000.0,Starter,2025-06-02,2025
Demarcus Robinson,WR2,Offense - Skill,LAR,SF,Free Agent Signing,6.8,7.2,0.40000000000000036,55.0,Starter,0.37,Minimal,6.0,7.5,2,9500000,4750000.0,Role Player,2025-06-02,2025
Kevin Zeitler,RG,Other,Det,Ten,Free Agent Signing,7.8,7.5,-0.2999999999999998,90.0,Workhorse,0.37,Minimal,7.0,8.0,1,8500000,8500000.0,Starter,2025-06-02,2025
AJ Cole,P,Special Teams,LV,LV,Extension,8.0,8.0,0.0,100.0,Workhorse,0.37,Minimal,7.0,7.0,4,15800000,3950000.0,Role Player,2025-06-02,2025
Joe Flacco,QB,Offense - Skill,Cle,Cle,Re-signing,7.0,6.8,-0.20000000000000018,20.0,Backup,0.37,Minimal,7.5,8.0,1,4500000,4500000.0,Role Player,2025-06-02,2025
Chidobe Awuzie,CB2,Defense - Secondary,Dal,Bal,Free Agent Signing,6.8,7.0,0.20000000000000018,60.0,Starter,0.36,Minimal,6.0,7.5,1,3500000,3500000.0,Role Player,2025-06-02,2025
Raheem Mostert,RB,Offense - Skill,Mia,LV,Free Agent Signing,7.0,7.2,0.20000000000000018,55.0,Starter,0.36,Minimal,6.5,7.0,1,2100000,2100000.0,Role Player,2025-06-02,2025
Jaylen Warren,RB,Offense - Skill,Pit,Pit,RFA Tender,7.5,7.8,0.2999999999999998,45.0,Rotational,0.36,Minimal,8.0,8.0,1,5346000,5346000.0,Starter,2025-06-02,2025
Mack Hollins,WR2,Offense - Skill,Buf,NE,Free Agent Signing,6.8,7.0,0.20000000000000018,55.0,Starter,0.35,Minimal,6.5,7.0,2,8400000,4200000.0,Role Player,2025-06-02,2025
K.J. Britt,LB,Defense - Second,TB,Mia,Free Agent Signing,6.5,6.8,0.2999999999999998,55.0,Starter,0.35,Minimal,6.0,6.5,1,2000000,2000000.0,Role Player,2025-06-02,2025
Josh Reynolds,WR2,Offense - Skill,Den,NYJ,Free Agent Signing,6.5,6.8,0.2999999999999998,60.0,Starter,0.35,Minimal,6.0,6.8,1,5000000,5000000.0,Role Player,2025-06-02,2025
Riley Dixon,P,Special Teams,Sea,TB,Free Agent Signing,7.5,7.5,0.0,100.0,Workhorse,0.35,Minimal,7.0,7.0,2,4000000,2000000.0,Role Player,2025-06-02,2025
Benjamin St-Juste,CB2,Defense - Secondary,Was,LAC,Free Agent Signing,6.2,6.5,0.2999999999999998,75.0,Starter,0.35,Minimal,6.5,6.5,1,1800000,1800000.0,Role Player,2025-06-02,2025
James Hudson III,RT,Offense - Line,Cin,NYG,Free Agent Signing,6.2,6.5,0.2999999999999998,50.0,Rotational,0.34,Minimal,6.0,6.5,2,12000000,6000000.0,Starter,2025-06-02,2025
Morgan Fox,DT,Defense - Front,LAC,Atl,Free Agent Signing,7.0,7.2,0.20000000000000018,55.0,Starter,0.34,Minimal,6.0,7.5,2,8000000,4000000.0,Role Player,2025-06-02,2025
Joe Tryon-Shoyinka,EDGE,Defense - Front,TB,Cle,Free Agent Signing,6.0,6.5,0.5,40.0,Rotational,0.34,Minimal,5.5,7.0,1,4750000,4750000.0,Role Player,2025-06-02,2025
Dyami Brown,WR2,Offense - Skill,Was,Jac,Free Agent Signing,7.0,7.5,0.5,44.0,Rotational,0.33,Minimal,6.0,8.0,1,10000000,10000000.0,Starter,2025-06-02,2025
Ashtyn Davis,S,Defense - Secondary,NYJ,Mia,Free Agent Signing,6.0,6.5,0.5,50.0,Rotational,0.33,Minimal,5.5,6.5,1,2500000,2500000.0,Role Player,2025-06-02,2025
Nick Mullens,QB,Offense - Skill,Min,Jac,Free Agent Signing,6.0,6.2,0.20000000000000018,25.0,Backup,0.33,Minimal,5.0,6.5,1,3500000,3500000.0,Role Player,2025-06-02,2025
Sam Martin,P,Special Teams,Buf,Car,Free Agent Signing,7.5,7.5,0.0,100.0,Workhorse,0.33,Minimal,6.0,6.5,2,4000000,2000000.0,Role Player,2025-06-02,2025
Marquez Valdes-Scantling,WR2,Offense - Skill,NO,Sea,Free Agent Signing,6.5,7.0,0.5,55.0,Starter,0.33,Minimal,6.0,7.0,1,4000000,4000000.0,Role Player,2025-06-02,2025
Chidobe Awuzie,CB2,Defense - Secondary,Dal,Ten,Free Agent Signing,6.8,7.0,0.20000000000000018,60.0,Starter,0.33,Minimal,6.0,7.0,1,4500000,4500000.0,Role Player,2025-06-02,2025
Peter Skoronski,LG,Other,Ten,Ten,Re-signing,7.0,7.5,0.5,85.0,Workhorse,0.32,Minimal,7.5,8.0,1,12000000,12000000.0,Starter,2025-06-02,2025
Deatrich Wise Jr.,EDGE,Defense - Front,NE,Was,Free Agent Signing,6.0,6.2,0.20000000000000018,54.0,Starter,0.32,Minimal,5.5,5.0,1,5000000,5000000.0,Role Player,2025-06-02,2025
Quenton Nelson,LG,Other,Ind,Ind,Re-signing,7.5,7.8,0.2999999999999998,75.0,Starter,0.32,Minimal,8.5,8.5,1,18000000,18000000.0,Star,2025-06-02,2025
Nick Holz,OC,Coaching,Ten,Ten,Coaching Retention,6.0,7.0,1.0,100.0,Workhorse,0.32,Minimal,7.0,8.0,2,4000000,2000000.0,Role Player,2025-06-02,2025
Tyler Higbee,TE,Offense - Skill,LAR,Den,Free Agent Signing,6.8,6.5,-0.2999999999999998,55.0,Starter,0.32,Minimal,6.0,6.5,1,4200000,4200000.0,Role Player,2025-06-02,2025
Michael Penix Jr.,QB,Offense - Skill,Atl,Atl,Rookie Transition to Starter,6.5,7.5,1.0,15.0,Backup,0.31,Minimal,8.5,9.5,3,12000000,4000000.0,Role Player,2025-06-02,2025
Solomon Thomas,DT,Defense - Front,NYJ,Dal,Free Agent Signing,6.8,7.0,0.20000000000000018,55.0,Starter,0.31,Minimal,6.0,7.0,2,8000000,4000000.0,Role Player,2025-06-02,2025
Mario Edwards Jr.,DT,Defense - Front,Hou,Hou,Re-signing,6.8,7.0,0.20000000000000018,55.0,Starter,0.31,Minimal,7.0,7.0,2,9500000,4750000.0,Role Player,2025-06-02,2025
Michael Hoecht,DT,Defense - Front,LAR,Buf,Free Agent Signing,6.8,0.0,-6.8,55.0,Starter,0.31,Minimal,6.0,7.0,2,24000000,12000000.0,Starter,2025-06-02,2025
Bobby Brown III,DT,Defense - Front,LAR,Car,Free Agent Signing,7.2,7.5,0.2999999999999998,45.0,Rotational,0.3,Minimal,6.0,8.0,3,21000000,7000000.0,Starter,2025-06-02,2025
Malik Harrison,LB,Defense - Second,Bal,Pit,Free Agent Signing,7.0,7.2,0.20000000000000018,38.0,Rotational,0.3,Minimal,7.5,7.5,2,10000000,5000000.0,Role Player,2025-06-02,2025
Teven Jenkins,G,Offense - Line,Chi,Cle,Free Agent Signing,6.2,6.8,0.5999999999999996,60.0,Starter,0.3,Minimal,6.0,7.0,1,3500000,3500000.0,Role Player,2025-06-02,2025
Kyle Allen,QB,Offense - Skill,SF,Ten,Free Agent Signing,6.5,6.5,0.0,20.0,Backup,0.3,Minimal,5.0,7.0,1,3500000,3500000.0,Role Player,2025-06-02,2025
Jack Sanborn,LB,Defense - Second,Chi,Dal,Free Agent Signing,6.2,7.0,0.7999999999999998,45.0,Rotational,0.29,Minimal,5.5,7.0,1,2500000,2500000.0,Role Player,2025-06-02,2025
Jonathan Jones,CB2,Defense - Secondary,NE,Was,Free Agent Signing,6.0,6.2,0.20000000000000018,68.0,Starter,0.29,Minimal,6.5,6.0,1,5500000,5500000.0,Starter,2025-06-02,2025
Malcolm Koonce,EDGE,Defense - Front,LV,LV,Re-signing,6.5,7.5,1.0,30.0,Rotational,0.29,Minimal,7.0,7.5,1,12000000,12000000.0,Starter,2025-06-02,2025
Troy Dye,LB,Defense - Second,LAC,LAC,Extension,7.0,7.0,0.0,40.0,Rotational,0.29,Minimal,7.0,7.0,2,5500000,2750000.0,Role Player,2025-06-02,2025
Laken Tomlinson,LG,Other,NYJ,Hou,Free Agent Signing,6.8,7.0,0.20000000000000018,85.0,Workhorse,0.29,Minimal,7.0,7.5,2,12000000,6000000.0,Starter,2025-06-02,2025
Derek Barnett,EDGE,Defense - Front,Phi,Hou,Free Agent Signing,6.0,6.3,0.2999999999999998,40.0,Rotational,0.29,Minimal,5.5,6.0,2,8500000,4250000.0,Role Player,2025-06-02,2025
Larry Ogunjobi,DT,Defense - Front,Pit,Buf,Free Agent Signing,6.5,0.0,-6.5,58.0,Starter,0.29,Minimal,6.5,6.5,1,8500000,8500000.0,Starter,2025-06-02,2025
Jaylinn Hawkins,S,Defense - Secondary,NE,NE,Re-signing,6.5,6.8,0.2999999999999998,40.0,Rotational,0.28,Minimal,6.5,6.5,1,2250000,2250000.0,Role Player,2025-06-02,2025
Jamie Gillan,P,Special Teams,NYG,NYG,Extension,7.0,7.0,0.0,100.0,Workhorse,0.28,Minimal,6.0,6.0,3,10200000,3400000.0,Role Player,2025-06-02,2025
Jerome Britt,LB,Defense - Second,Car,Ind,Free Agent Signing,6.2,6.5,0.2999999999999998,45.0,Rotational,0.27,Minimal,6.0,6.5,1,2000000,2000000.0,Role Player,2025-06-02,2025
Jamin Davis,LB,Defense - Second,Was,NYJ,Free Agent Signing,6.0,6.5,0.5,50.0,Rotational,0.27,Minimal,5.5,6.0,1,1800000,1800000.0,Role Player,2025-06-02,2025
Kindle Vildor,CB2,Defense - Secondary,Det,TB,Free Agent Signing,6.5,6.8,0.2999999999999998,55.0,Starter,0.27,Minimal,5.5,6.5,1,1200000,1200000.0,Role Player,2025-06-02,2025
Roy Robertson-Harris,DT,Defense - Front,Jac,NYG,Free Agent Signing,6.5,6.8,0.2999999999999998,55.0,Starter,0.27,Minimal,6.0,6.5,2,9000000,4500000.0,Role Player,2025-06-02,2025
Ty Johnson,RB,Offense - Skill,Buf,Buf,Re-signing,7.0,7.0,0.0,40.0,Rotational,0.26,Minimal,7.0,7.0,1,2800000,2800000.0,Role Player,2025-06-02,2025
Jerry Tillery,DT,Defense - Front,NE,KC,Free Agent Signing,6.0,6.3,0.2999999999999998,55.0,Starter,0.25,Minimal,6.0,6.5,1,1790000,1790000.0,Role Player,2025-06-02,2025
Kenyon Green,G,Offense - Line,Hou,Phi,Trade,6.0,6.5,0.5,60.0,Starter,0.25,Minimal,5.0,6.0,2,5000000,2500000.0,Role Player,2025-06-02,2025
Payton Turner,EDGE,Defense - Front,NO,Dal,Free Agent Signing,5.8,6.5,0.7000000000000002,35.0,Rotational,0.24,Minimal,5.0,6.0,1,2800000,2800000.0,Role Player,2025-06-02,2025
Tommy DeVito,QB,Offense - Skill,NYG,NYG,Exclusive Rights Tender,6.0,6.0,0.0,20.0,Backup,0.24,Minimal,6.0,6.0,1,1030000,1030000.0,Role Player,2025-06-02,2025
Samaje Perine,RB,Offense - Skill,Den,Cin,Free Agent Signing,6.8,7.0,0.20000000000000018,35.0,Rotational,0.24,Minimal,6.0,7.5,2,3800000,1900000.0,Role Player,2025-06-02,2025
DeMarcus Lawrence,EDGE,Defense - Front,Dal,Sea,Free Agent Signing,6.0,7.5,1.5,25.0,Backup,0.24,Minimal,7.5,8.0,3,42000000,14000000.0,Starter,2025-06-02,2025
Zach Wilson,QB,Offense - Skill,Den,Mia,Free Agent Signing,6.0,6.5,0.5,15.0,Backup,0.24,Minimal,4.0,8.0,1,4000000,4000000.0,Role Player,2025-06-02,2025
Demontrey Jacobs,OT,Other,NE,NE,Exclusive Rights Tender,6.5,6.8,0.2999999999999998,80.0,Workhorse,0.24,Minimal,7.0,7.0,1,960000,960000.0,Rookie/Minimum,2025-06-02,2025
Teair Tart,DT,Defense - Front,LAC,LAC,Extension,6.8,7.0,0.20000000000000018,45.0,Rotational,0.23,Minimal,6.5,6.5,2,6000000,3000000.0,Role Player,2025-06-02,2025
Khyiris Tonga,DT,Defense - Front,Ari,NE,Free Agent Signing,6.0,6.5,0.5,50.0,Rotational,0.23,Minimal,6.0,6.5,2,6000000,3000000.0,Role Player,2025-06-02,2025
Da'Shawn Hand,DT,Defense - Front,Mia,LAC,Free Agent Signing,6.0,6.3,0.2999999999999998,50.0,Rotational,0.23,Minimal,6.0,6.5,1,3350000,3350000.0,Role Player,2025-06-02,2025
Willie Gay Jr.,LB,Defense - Second,KC,Mia,Free Agent Signing,6.0,6.5,0.5,40.0,Rotational,0.22,Minimal,5.0,6.0,1,1800000,1800000.0,Role Player,2025-06-02,2025
Harrison Bryant,TE,Offense - Skill,LV,Phi,Free Agent Signing,6.0,6.2,0.20000000000000018,45.0,Rotational,0.22,Minimal,5.0,6.0,1,1000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Pharaoh Brown,TE,Offense - Skill,Hou,Mia,Free Agent Signing,6.0,6.2,0.20000000000000018,45.0,Rotational,0.22,Minimal,5.0,6.0,1,1500000,1500000.0,Role Player,2025-06-02,2025
Royce Newman,G,Offense - Line,GB,Ari,Free Agent Signing,6.5,6.8,0.2999999999999998,45.0,Rotational,0.22,Minimal,5.0,6.5,1,2500000,2500000.0,Role Player,2025-06-02,2025
Cole Van Lanen,G,Offense - Line,Jac,Jac,RFA Tender,6.2,6.5,0.2999999999999998,45.0,Rotational,0.21,Minimal,6.0,6.5,1,3800000,3800000.0,Role Player,2025-06-02,2025
Stone Forsythe,RT,Offense - Line,Mia,NYG,Free Agent Signing,5.8,6.0,0.20000000000000018,40.0,Rotational,0.21,Minimal,5.0,5.5,1,2000000,2000000.0,Role Player,2025-06-02,2025
Josh Reynolds,WR3,Offense - Skill,Det,Den,Free Agent Signing,7.0,7.2,0.20000000000000018,65.0,Starter,0.21,Minimal,7.0,7.0,1,3800000,3800000.0,Role Player,2025-06-02,2025
Tutu Atwell,WR3,Offense - Skill,LAR,LAR,Extension,7.0,7.5,0.5,60.0,Starter,0.21,Minimal,7.0,7.5,2,10000000,5000000.0,Role Player,2025-06-02,2025
Joshua Uche,EDGE,Defense - Front,KC,Phi,Free Agent Signing,6.5,7.5,1.0,22.0,Backup,0.2,Minimal,4.0,7.0,1,1920000,1920000.0,Role Player,2025-06-02,2025
Kene Nwangwu,RB,Offense - Skill,Min,NYJ,Free Agent Signing,7.0,7.2,0.20000000000000018,30.0,Rotational,0.2,Minimal,6.5,7.0,1,2500000,2500000.0,Role Player,2025-06-02,2025
Khalil Herbert,RB,Offense - Skill,Chi,Ind,Free Agent Signing,6.0,6.8,0.7999999999999998,35.0,Rotational,0.2,Minimal,5.5,7.0,1,3500000,3500000.0,Role Player,2025-06-02,2025
Lucas Patrick,G,Offense - Line,GB,Cin,Free Agent Signing,6.0,6.2,0.20000000000000018,45.0,Rotational,0.2,Minimal,5.5,6.5,1,2100000,2100000.0,Role Player,2025-06-02,2025
Jack Stoll,TE,Offense - Skill,Phi,NO,Free Agent Signing,6.5,6.8,0.2999999999999998,35.0,Rotational,0.2,Minimal,4.5,6.5,1,1500000,1500000.0,Role Player,2025-06-02,2025
Artie Burns,CB2,Defense - Secondary,Sea,Mia,Free Agent Signing,6.2,6.5,0.2999999999999998,45.0,Rotational,0.2,Minimal,5.0,6.0,1,2200000,2200000.0,Role Player,2025-06-02,2025
Jeremiah Ledbetter,DT,Defense - Front,Jac,NYG,Free Agent Signing,6.0,6.2,0.20000000000000018,45.0,Rotational,0.19,Minimal,5.5,6.0,1,2500000,2500000.0,Role Player,2025-06-02,2025
Brandin Echols,CB2,Defense - Secondary,NYJ,Pit,Free Agent Signing,6.0,6.2,0.20000000000000018,45.0,Rotational,0.19,Minimal,5.5,6.0,1,2500000,2500000.0,Role Player,2025-06-02,2025
Cornelius Lucas,OT,Other,Was,Cle,Free Agent Signing,6.5,6.8,0.2999999999999998,55.0,Starter,0.19,Minimal,6.0,8.0,2,10000000,5000000.0,Role Player,2025-06-02,2025
Drew Lock,QB,Offense - Skill,NYG,Sea,Free Agent Signing,6.0,6.2,0.20000000000000018,15.0,Backup,0.19,Minimal,5.0,6.5,2,5000000,2500000.0,Role Player,2025-06-02,2025
Isaiah Oliver,CB2,Defense - Secondary,SF,NYJ,Free Agent Signing,6.0,6.3,0.2999999999999998,45.0,Rotational,0.19,Minimal,5.5,6.0,1,2200000,2200000.0,Role Player,2025-06-02,2025
